title,phone,website,emails,email_count,city,countryCode,totalScore,categoryName
WEB ZONE ELECTRO MECHANICAL CONTRACTING LLC,,http://www.webzonegroup.com/,,0,Abu Dhabi,AE,4.6,Air conditioning contractor
Cool wind air conditioner parts trading,+971 54 463 0422,http://coolwindae.com/,coolwindae@gmail.com,1,Abu Dhabi,AE,5,Air conditioning store
Next Phase General Contracting - L.L.C - S.P.C,+971 3 761 1808,https://npgc.ae/,info@npgc.ae,1,Abu Dhabi,AE,5,Contractor
Gamma Line Central Air Conditioning Works,+971 55 665 5609,,,0,Abu Dhabi,AE,5,HVAC contractor
Cool Home (Outlet 1 & Office),+971 3 721 2783,https://www.coolhome.ae/,sales@coolhome.ae,1,Abu Dhabi,AE,,HVAC contractor
Majestic Mountains general Maintenance Est,+971 58 578 9968,http://www.majesticmountainsuae.com/,info@majesticm.org,1,Abu Dhabi,AE,5,Construction company
United Squad General Maintenance,+971 58 296 8385,http://unitedsquaduae.com/,info@unitedsquaduae.com,1,Abu Dhabi,AE,,Construction company
Galaxy Technical Services LLC,+971 4 347 4271,http://www.galaxytechnical.com/,,0,Dubai,AE,4.9,Corporate office
KAD Air Conditioning L.L.C.,+971 4 586 8900,http://www.kadairconditioning.com/,info@kadairconditioning.com,1,Dubai,AE,5,Manufacturer
BAW Technical Services - AC Repairing Dubai - Electrical Services Dubai,+971 56 624 2018,https://bawtechnicalservices.com/,,0,,,4.8,Air conditioning repair service
Mistral AC Cleaning,+971 56 683 5251,http://www.mistralcleaning.com/,,0,Dubai,AE,5,Air duct cleaning service
HVAC Al hayat al barida technical services,+971 52 187 9390,https://hvacworkplace.com/,hvacworkplace.com@gmail.com,1,Dubai,AE,5,Air conditioning contractor
Al Warda A/C Repairingالوردة لتصليح المكيفات,+971 50 840 7963,https://alwardaelectronics.com/,miansadaqatali8686@gmail.com,1,Fujairah,AE,4.7,Air conditioning repair service
DEEP SEA AIR CONDITIONS SERVICES,+971 9 501 0551,http://www.deepseaservices.com/,sales@deepseaservices.com,1,Fujairah,AE,4.9,Air conditioning repair service
Sahra Al Badia A/C Units Fix Cont LLC (Duct Factory),+971 55 722 3860,https://www.sabcontracting.com/,service@sabcontracting.com,1,Sharjah,AE,4.5,HVAC contractor
Rana fawad technical services,,,,0,Dubai,AE,4.8,Air conditioning repair service
"Super General Service Center - Sajja, Sharjah",+971 600 544333,http://supergeneral.com/,,0,Dubai,AE,4.4,Appliance repair service
Noor Al Sahra A/C.&Ref.Rep.W.Shop,+971 50 865 2279,,,0,Sharjah,AE,3.7,Air conditioning repair service
Vessel Tech Chillers & Automation L.L.C. | Fujairah,+971 54 706 6937,https://vesseltechchillers.com/,sales@vesseltechchillers.com | contact@vesseltechchillers.com | enquiry@vesseltechchillers.com | salesdxb@vesseltechchillers.com,4,Fujairah,AE,4,Air conditioning repair service
AL YASMIN AHMAR TECHNICAL SERVICES EST.,+971 50 809 6874,,,0,Dubai,AE,,Air conditioning repair service
Petro Tech Technical Services LLC,+971 55 775 3894,http://www.petrotechuae.com/,,0,Dubai,AE,4.9,HVAC contractor
AHTC - Al Hawiah Technical Contracting,+971 54 355 5311,,,0,Sharjah,AE,4.3,Contractor
United Maintenance Co. Fujairah (Head Office),+971 9 222 7337,http://umcfujairah.com/,jameske@emirates.net.ae,1,Fujairah,AE,4.6,Air conditioning contractor
Rapid Cool Trading LLC,+971 6 526 6888,http://www.rapidcool.ae/,info@rapidcool.ae,1,Sharjah,AE,4.1,Warehouse
Smart Integrated Technical Services LLC (SITSCO),+971 56 786 9467,https://www.sitsco.ae/,info@sitsco.ae,1,Dubai,AE,3.3,HVAC contractor
Water Seal Insulation Material Contracting Company LLC.,,http://www.watersealuae.com/,hiring@watersealuae.com | inquiry@watersealuae.com | w_seal@eim.ae,3,Sharjah,AE,4.1,Waterproofing service
MS FOR UNIT AIR-CONDITIONER TRADING LLC,+971 55 777 8014,https://mahdaftechnicalservice.com/,,0,Ajman,AE,3.6,Electronics store
Eminent nexus technical services LLC,+971 50 327 3429,http://www.eminent-nexus.com/,tenders@eminentnexus.com,1,Sharjah,AE,5,Industrial equipment supplier
National Building Contracting LLC,+971 9 224 8016,http://www.nbcuae.ae/,,0,Fujairah,AE,4,Construction company
FOUR LINKS BUILDING CONTRACTING LLC,+971 4 256 1612,http://www.fourlinksts.com/,,0,Dubai,AE,4.5,Contractor
Gravity Power Heavy Equip Rental | Generator Rental Service in Dubai,+971 58 839 0699,http://gravitypoweruae.com/,info@gravitypoweruae.com | sales@gravitypoweruae.com,2,Sharjah,AE,5,Construction machine rental service
Al Tabreed Industries LLC | Condenser Coils Manufacturer | Heat exchangers | Chillers,+971 6 525 6265,http://www.altabreed.com/,sales@altabreed.com,1,Sharjah,AE,4.5,Manufacturer
Mumayaz Al Noor Technical Services,+971 54 266 0902,https://mants.ae/,info@mants.ae,1,Sharjah,AE,4.7,Corporate office
Viking Emirates Radiators & Cooling Systems IND LLC,+971 6 534 8100,,,0,Sharjah,AE,4.8,Corporate office
Al Daqeeq Engineering,+971 6 556 7937,http://www.aldaqeeq.com/,info@aldaqeeq.com,1,Sharjah,AE,4.6,Manufacturer
ARABIAN STAR STEEL WORKS LLC,,http://www.arabiansteeluae.com/,info@arabiansteeluae.com | rinfo@arabiansteeluae.com,2,Sharjah,AE,5,Metal construction company
Ibrahim Al Siddiq Eng. LLC,+971 58 570 3836,http://www.iasindustries.com/,info@iasindustries.com | sales@iasindustries.com,2,Sharjah,AE,5,Home builder
Castle Refrigeration Equipment Trading LLC,+971 4 224 7711,http://www.castleac.me/,sales@castleac.me,1,Dubai,AE,4.6,Air conditioning system supplier
Century Mechanical Systems Factory LLC.,+971 4 347 4858,https://www.cmsglobal.com/,,0,Dubai,AE,4.2,HVAC contractor
Thermal Energia System Trading,+971 4 228 7133,https://www.thermalenergia.com/,info@thermalenergia.com,1,Dubai,AE,4.7,HVAC contractor
"Central AC Trading LLC, Dubai",+971 4 259 5945,http://www.centralacuae.com/,cactrading.br@gmail.com | sales@centralacuae.com | centralac.ae@gmail.com | info@centralacuae.com | xyz@gmail.com,5,Dubai,AE,3.8,HVAC contractor
Leminar Global | Head Office,+971 4 333 8700,https://www.leminar.net/,,0,Dubai,AE,3.5,HVAC contractor
"MEPWORKS.AE Electromechanical Contracting Company Dubai, Abu Dhabi",+971 50 878 2173,https://www.mepworks.ae/,sales@mepworks.ae | pkthedirector@gmail.com | john@doe.com,3,,,5,HVAC contractor
LIWA A/C SYSTEMS IND. L.L. C,+971 6 562 2206,http://www.liwahvac.com/,info@liwahvac.com,1,Sharjah,AE,4.5,Manufacturer
RUKN AL BATOOL A/C&REF SPARE PARTS TR LLC(BR-1),+971 58 988 8352,https://www.chillair.ae/,info@chillair.ae,1,Sharjah,AE,4.6,Air conditioning system supplier
Benair Airconditioning Co. Warehouse,+971 6 558 0436,http://www.benairuae.com/,,0,Sharjah,AE,4.7,Warehouse
Al Bustan A/C Maintenance,+971 58 255 7760,,,0,Sharjah,AE,,HVAC contractor
Ras Al Khaimah Tech Contr LLC,+971 55 968 0001,http://rakeauae.com/,,0,Sharjah,AE,4.2,Construction company
ROYAL FALCON BLDG MTR. TR.LLC,+971 6 568 3206,http://www.alahwaltech.com/,sales@alahwaltech.com,1,Sharjah,AE,4,Industrial technical engineers association
JOREFCO INDUSTRIES LLC - AL SAJAA Sharjah,+971 6 525 2728,http://www.jorefco.com/,secretary@jorefco.com | query@jorefco.com,2,Sharjah,AE,4.6,Trailer manufacturer
Cool Point Ref & A/C Devices Tr. LLC,+971 6 532 2608,https://www.coolpointuae.com/,coolpointuae@gmail.com,1,Sharjah,AE,3.6,HVAC contractor
A Thalj Al Abyad Water Cooling In L.L.C,+971 55 348 6752,,,0,Sharjah,AE,3.6,Water cooler supplier
Madinat Al Shanouf Auto Maintenance Sharjah,+971 56 949 8320,https://autoelectricworkshop.com/,nadeemarslan572@gmail.com,1,Sharjah,AE,4.7,Car repair and maintenance service
COMFORT ZONE A/C DEVICES TR. LLC,+971 56 177 2530,http://www.comfortzoneuae.com/,,0,Sharjah,AE,5,Air conditioning system supplier
FAWAZ Trading and Engineering Services Co LLC SP (Sharjah Head Office),+971 6 591 2444,http://ae.fawaz.com/,,0,Sharjah,AE,3.8,Air conditioning system supplier
AL SARAB AC REPAIRING,+971 50 736 5396,,,0,Sharjah,AE,4.9,Air conditioning repair service
Benair Airconditioning Co LLC,+971 4 432 2253,https://www.benairgroup.com/,info@benairuae.com,1,Dubai,AE,4.1,HVAC contractor
Evercool Group,+971 4 236 3856,http://www.evercooluae.com/,info@evercooluae.com | info@amitsqatar.com,2,Dubai,AE,4.9,Air conditioning contractor
Al Imran AC Spare Parts LLC,+971 4 273 0833,https://www.alimranuae.com/,,0,Dubai,AE,4,HVAC contractor
Golden Sun Electro Mechanical Contracting LLC,+971 4 255 4900,http://www.goldensunllc.com/,info@goldensunllc.com,1,Dubai,AE,4.1,HVAC contractor
0p GENERAL AIR CONDITION TRADING L.L.C,+971 50 226 5452,https://acsupplieruae.com/,info@optimusgeneral.ae,1,Dubai,AE,4.4,Air conditioning contractor
TEAM STAR GROUP,+971 4 347 4516,http://www.teamstargroup.com/,info@teamstargroup.com,1,Dubai,AE,4.9,HVAC contractor
Multiline Electro Mechanical LLC - MEP contractor | Electromechanical Contractors in UAE,+971 4 343 4498,https://multilineprojects.com/,info@multilineprojects.com,1,Dubai,AE,4.1,HVAC contractor
ANBI Air Condition Trading L.L.C,+971 4 338 7577,https://anbisolutions.com/,info@anbisolutions.com | websales@anbisolutions.com,2,Dubai,AE,4.3,HVAC contractor
Airtron Manufacturers & Suppliers of Grilles & Diffusers,+971 55 902 9384,https://www.airtronuae.com/,sales@airtronuae.com,1,Dubai,AE,4.2,HVAC contractor
Thushhaara Technical Services LLC,+971 54 994 3199,https://www.thushhaara.com/,info@albardtech.com | infouae@thushhaara.com,2,Dubai,AE,4.6,HVAC contractor
Al Qemah Ac Systems Accessories Ind Center LLC,+971 6 544 3432,,,0,Sharjah,AE,4.7,Air conditioning system supplier
Excellent AC Maintenance Services,+971 50 966 8292,https://excellentacmaintenanceservices.com/?utm_source=google&utm_medium=gbp&utm_campaign=map,huzaifashahid870@gmail.com,1,,,4.8,Air conditioning contractor
Presto Electromechanics Company LLC,+971 50 569 3691,http://prestoae.com/,info@prestoae.com | pecollc@gmail.com,2,Sharjah,AE,4.7,HVAC contractor
Al Itqan A/C & Ref Spare TR. LLC,+971 50 758 3007,,,0,Sharjah,AE,4,Air conditioning system supplier
Al Ahd Air Conditioning Company,+971 6 543 7887,,,0,Sharjah,AE,3.7,Corporate office
Dancy Central Air Conditioning,+971 6 535 0329,,,0,Sharjah,AE,4.5,Air conditioning system supplier
AL EMADI AIR-COND. & REF. EQUIP. CO.,+971 6 534 6355,https://alemadiairconditioning.com/,%20emdaikin@eim.ae | sharjah@alemadiairconditioning.com | %20c_care@eim.ae | deira@alemadiairconditioning com | emdaikin@eim.ae,5,Sharjah,AE,5,Air conditioning store
Al Qudrah Refregiration LLC,+971 56 600 6052,https://alqudrahgroup.com/,aqrcoolingsystem@gmail.com | aqrcoolingsysyem@gmail.com | sales@alqudrahgroup.com | sales@alqudrahgroup.com%20,4,Sharjah,AE,5,Air conditioning contractor
AIRWELL A/C UNIT FIX.CONT.L.L.C.,+971 6 535 9215,http://airwell.ae/,accounts@airwell.ae | admin@airwell.ae | airwellacmaint@yahoo.com,3,Sharjah,AE,4.5,Air conditioning contractor
Seven Seas Airconditioning Works LLC,+971 4 267 6712,,,0,Dubai,AE,4.1,HVAC contractor
Power Cool AC Spare Parts Trading LLC - Dubai,+971 50 356 3100,,,0,Dubai,AE,4.1,Air conditioning contractor
Harris International Facilities Management LLC,+971 2 584 9177,http://www.harris-intl.com/,info@harris-intl.com,1,,,5,HVAC contractor
DOLPHIN RADIATORS & COOLING SYSTEMS LLC,+971 6 543 2526,http://www.dolphinheattransfer.com/,info@dolcool.ae,1,Sharjah,AE,4.3,Manufacturer
Vessel Tech Chillers & Automation | Sharjah,+971 54 706 7937,https://vesseltechchillers.com/,sales@vesseltechchillers.com | contact@vesseltechchillers.com | enquiry@vesseltechchillers.com | salesdxb@vesseltechchillers.com,4,Sharjah,AE,4.6,Manufacturer
Five star auto Car A/C repair workShop,+971 52 856 9092,,,0,Sharjah,AE,4.6,Air conditioning repair service
Prima A/C Rep. Services,+971 56 421 2501,https://primatechuae.com/,,0,Sharjah,AE,5,Air conditioning repair service
Leminar Global | Sharjah Showroom,+971 6 532 4280,http://www.leminar.net/,,0,Sharjah,AE,4.1,Air conditioning store
Al Majarah Al Zarqa,+971 55 367 7527,https://almajaraalzarqa.com/,,0,Sharjah,AE,4.2,Appliance repair service
Leminar Global | Sharjah Show Office,+971 6 525 8837,https://leminar.net/,info@leminar.ae,1,Sharjah,AE,4.2,HVAC contractor
AL GHAZI AC & WATERCHILLER COLLING SYSTEMS,+971 52 322 4937,https://sites.google.com/view/alghaziacsystems/home,,0,Sharjah,AE,5,Air conditioning repair service
CoolLine Radiators & Auto Spare Parts LLC - CoolLine - Cooling Experts,+971 6 532 5856,http://www.coolline-group.com/,info@coolline-group.com,1,Sharjah,AE,4.6,Auto parts store
Car A/C electric services,+971 56 200 7994,,,0,Sharjah,AE,4.8,Auto air conditioning service
AHI Carrier,+971 6 504 5700,https://www.ahi-carrier.com/,,0,Sharjah,AE,4.1,Air conditioning system supplier
Dolphin High Pressure Hoses & Air Conditioning L.L.C,+971 56 826 4344,,,0,Sharjah,AE,4.5,Air conditioning system supplier
Duct Max A/c Units Fix Contg,+971 6 542 0208,,,0,Sharjah,AE,5,Air conditioning contractor
ARFAN AL KHALEEJ AUTO.A/C & ELECT.REP.W.SHOP,+971 50 889 9363,https://arfanalkhaleejautoac.com/,,0,Sharjah,AE,4.3,Auto air conditioning service
Haste Trading LLC Sharjah,+971 6 532 2845,https://haste-uae.com/,hastedxb@haste-uae.com,1,Sharjah,AE,4.4,Air conditioning system supplier
Standard Air Conditioning,+971 56 207 2868,,,0,Sharjah,AE,3.7,Appliance repair service
TENNESSEE AUTO ELECT. & A/C REP.,+971 52 563 9911,,,0,Sharjah,AE,5,Auto air conditioning service
Happy Brothers Air conditioner Maintenance Service,+971 50 217 5305,https://happybrotherac.com/,,0,Dubai,AE,4.9,Repair service
Skylight HVAC Trading LLC Main Br,+971 4 228 2416,https://skylightac.com/,,0,Dubai,AE,4.4,Air conditioning store
MEGA COOLING AIR CONDITION TRADING L.L.C,+971 50 266 0790,https://megacooling.ae/,,0,Dubai,AE,4.8,HVAC contractor
Big Brothers Ac Supply Installations,+971 50 769 4891,,,0,Dubai,AE,4.8,Air conditioning contractor
Shafiq Siddiqui Air Conditioning LLC,+971 52 920 2125,http://www.siddiquihvacr.ae/,,0,Dubai,AE,4.7,HVAC contractor
Al Kassar Ac Spare Parts Trading Company Dubai,+971 55 237 1009,https://www.hvacdxb.com/,info@hvacdxb.com,1,Dubai,AE,3.9,Air conditioning system supplier
Fresh Air Cleaning - AC Cleaning Services in Dubai,+971 55 449 1623,https://freshaircleaning.ae/,freshair971@gmail.com | hamza.localseo@gmail.com,2,,,4.9,Air conditioning contractor
Brothers Cool Ac Spare Parts Trading Al Quoz Dubai,+971 50 841 5100,https://www.brotherscool.com/,info@brotherscool.com | info@acpartsuae.com,2,Dubai,AE,3.2,Air conditioning store
TAB Engineering Services LLC,+971 4 258 7066,https://www.tabengineeringservices.com/,info@tabengineeringservices.com | tabdubai@eim.ae,2,Dubai,AE,4,HVAC contractor
Rapid Cool Trading Co. LLC,+971 4 425 6663,http://www.rapidcool.ae/,info@rapidcool.ae,1,Dubai,AE,4.2,Air conditioning system supplier
Beta Industrial (L.L.C),+971 4 706 9777,http://www.betag.com/,info@betag@gmail.com | betag@gmail.com | info@betag.com,3,Dubai,AE,4.5,Corporate office
Reliance Electromechanical & Plumbing Contracting LLC (REMCO),+971 4 286 2444,http://www.remco-uae.com/,remco@emirates.net.ae,1,Dubai,AE,4.1,HVAC contractor
Vacker Group Cold Storage Division,+971 4 238 7854,https://www.vackergroup.ae/,,0,Dubai,AE,5,HVAC contractor
Advance Technical Spare Parts Co. LLC,+971 4 227 8100,http://www.advancegulf.com/,,0,Dubai,AE,4.4,HVAC contractor
SKYLIGHT HVAC TRADING LLC (AL QUOZ BRANCH),+971 4 329 9900,http://skylightac.com/,,0,Dubai,AE,4.3,HVAC contractor
Heat&Power Technical Services LLC,+971 50 543 4820,https://heatnpower-me.com/,info@heatnpower-me.com,1,Dubai,AE,4,Engineering consultant
Good Air LLC,+971 56 666 9943,http://www.generalac.ae/,,0,Dubai,AE,4.2,Air conditioning contractor
JST Electromechanical LLC,+971 4 320 4772,http://www.jstemuae.com/,,0,Dubai,AE,4.3,HVAC contractor
Ventilation Systems Ac Units. Fix Cont.,+971 6 534 3837,,,0,Sharjah,AE,4.6,HVAC contractor
Emcore Electromechanical Contracting LLC,+971 4 254 5422,http://www.emcoreme.com/,query@emcoreme.com,1,Dubai,AE,4.3,HVAC contractor
Al Maali Elect. Devices Rep.,+971 50 206 0786,https://almaalirepairs.ae/,info@almaalirepairs.ae,1,Sharjah,AE,4.4,Appliance repair service
Ashq Technical Services and Building Maintenance,+971 52 193 5953,,,0,Sharjah,AE,4.9,Property maintenance
SuperBlow AC Repair and Maintenance,+971 50 971 8472,https://superblowacrepairdubai.com/,,0,Dubai,AE,4.8,Air conditioning repair service
ZAHRAT AL SAHIL AIR-CONDITIONING INSTALLATION SHARJAH,+971 50 957 8538,,,0,,,,HVAC contractor
Ac Repair Sharjah Babar Shokut Electric Wear,,,,0,Sharjah,AE,3.8,Air conditioning repair service
HVAC Pro Dubai,+971 56 973 1265,https://www.hvacpro.ae/,info@hvacpro.ae,1,,,4,HVAC contractor
Thermotech Systems & Services | PCB Repair Services | Cold Room Manufacturers in Dubai & Maintenance | HVAC Systems|,+971 4 269 3191,http://www.thermotechuae.com/,info@thermotechuae.com,1,Dubai,AE,4.4,Electronics company
Zephyr AC Spare Parts Trading LLC,+971 4 546 1888,http://www.zephyruae.com/,,0,Dubai,AE,4.5,Air conditioning store
RAJ AIRCONDITIONING SYSTEMS L.L.C,+971 55 881 8690,https://www.rajacshop.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website,sales@rajacshop.com,1,Dubai,AE,3.5,Air conditioning contractor
Moltocare - AC Cleaning Service Dubai,+971 4 881 0811,https://www.moltocare.ae/,info@moltocare.ae,1,Dubai,AE,4.6,Air duct cleaning service
Al Qoze Electromechanical,+971 4 323 2543,http://www.alqoze.com/,info@alqoze.com,1,Dubai,AE,4.9,Air conditioning contractor
"A&O General Trading L.L.C (Vogue Scrubs, Dumuzi, Blue Star AC)",+971 52 845 1504,http://aoac.ae/,sales@aoac.ae,1,Dubai,AE,5,Air conditioning system supplier
District Cooling International LLC Service Office,+971 4 235 7448,http://dci-me.com/,info@dci-me.com,1,Dubai,AE,4.6,Corporate office
UTS Carrier (Dubai office),+971 4 419 9100,,,0,Dubai,AE,3.5,Air conditioning contractor
SKYMAK TECHNICAL SERVICES,+971 52 115 4975,http://www.makhaleej.com/,info@makhaleej.com,1,Dubai,AE,5,HVAC contractor
Al Khamri Technical Works LLC,+971 4 285 8494,,,0,Dubai,AE,5,HVAC contractor
Oasis Coils & Coatings LLC,+971 4 340 9595,http://www.occglobal.com/,info@occglobal.com,1,Dubai,AE,4.6,HVAC contractor
Macins Contracting LLC,+971 4 718 1571,https://macinsgroup.com/,matt@pixelspread.com | support@macins.ae | filler@godaddy.com | impallari@gmail.com | hello@rfuenzalida.com,5,Dubai,AE,4.7,HVAC contractor
Al Imran Group of Companies - Corporate Office,+971 4 273 0844,https://www.alimranuae.com/,,0,Dubai,AE,4.8,HVAC contractor
Dartek Contracting Co. LLC,+971 4 326 2639,http://www.dartek-uae.com/,info@dartek-uae.com | hr@dartek-uae.com,2,Dubai,AE,4.4,HVAC contractor
Rubaiya Zueaid Building Materials Co LLC,+971 4 221 6819,http://www.rzbmco.com/,online@rzbmco.com | info@rzbmco.com,2,Dubai,AE,4.7,HVAC contractor
Juma Al Majid Electro Mechanical Works,+971 4 285 1145,http://www.contserv-almajid.com/,,0,Dubai,AE,4.4,Contractor
Siemecs International LLC,+971 4 297 6220,http://siemecs.com/,info@siemecs.com | enquiries@siemecs.com,2,Dubai,AE,4.7,HVAC contractor
Thermo L.L.C,+971 4 340 0008,,,0,Dubai,AE,4.5,Corporate office
Blue Star International,+971 4 230 6900,https://www.globalbluestar.com/me,,0,Dubai,AE,3.8,Air conditioning system supplier
BAB AL KHOR AIR CONDITION REPAIRING LLC,+971 55 150 6024,,,0,Dubai,AE,4.1,Appliance repair service
AGME Abdul Ghafoor Niazdin Marine Engineering LLC,+971 4 552 9766,https://www.alghafoor.com/,info@alghafoor.com,1,Dubai,AE,4.6,Air conditioning repair service
Dar Al Ataa Technical Services LLC | Facility & Property Management Company in Dubai-UAE,+971 54 991 2280,http://www.daralataa.com/,,0,Dubai,AE,4.9,Property management company
AL AAJMI TECHNICAL SERVICES LLC,+971 55 645 3311,http://www.alaajmi.com/,u003einfo@alaajmi.in | info@alaajmi.com | info@alaajmi.in,3,Dubai,AE,5,HVAC contractor
FAJ Technical Services L.L.C,+971 4 330 0002,https://www.fajservices.ae/,,0,Dubai,AE,4.2,Air conditioning contractor
Al Ghubaiba Technical Services L.L.C,+971 55 355 8644,http://alghubaiba.ae/,info@alghubaiba.ae | hello@ahmedwebmaster.com,2,Dubai,AE,4.7,Air conditioning repair service
Fakhri & Brothers (Head Office),+971 6 535 1546,http://www.fakhribrothers.com/,,0,Sharjah,AE,3.7,Air conditioning store
Xylem Electromechanical LLC | MEP Contractor in Dubai | Electrical | Plumbing | HVAC,+971 50 905 2061,https://xylemem.com/,info@xylemem.com,1,Dubai,AE,4.1,Mechanical contractor
KMP Auto Repairing,+971 52 191 6438,,,0,Dubai,AE,4.7,Car repair and maintenance service
naser air conditioning,+971 56 940 5666,http://www.facebook.com/naserac2000,,0,Dubai,AE,5,Air conditioning repair service
Shujha Auto Garage Services,+971 50 656 1367,https://autogarageservices.com/,info@autogarageservices.com,1,Sharjah,AE,4.1,Auto repair shop
AutoPro - 7511,+971 9 234 4973,https://www.autopro.ae/,,0,Fujairah,AE,4.7,Auto repair shop
Radical Motorsports Auto Repairing LLC,+971 56 104 6368,http://www.radicalmotorsports.online/,impallari@gmail.com,1,Dubai,AE,4,Auto repair shop
Al Faseel Refrigeration Co LLC SPC,+971 9 222 4603,,,0,Fujairah,AE,4,HVAC contractor
Euro Gulf Technical Contracting LLC.,+971 55 771 8704,http://eurogulftechnicalcontractingll.godaddysites.com/,astigma@astigmatic.com,1,Sharjah,AE,4.9,HVAC contractor
HVAC DUCTWORKS,+971 6 544 0233,,,0,Sharjah,AE,4.5,HVAC contractor
Experts Co for AC Systems LLC,+971 9 222 7451,,,0,Fujairah,AE,3.3,HVAC contractor
Zaya Integrated Solutions,+971 9 222 3262,http://www.zayasolutions.com/,demo@gmail.com | indusinfo@gmail.com | info@zayasolutions.com,3,Fujairah,AE,4.7,HVAC contractor
Global Electromechanical Cont Maint.EST,+971 9 224 4980,https://www.globalfuj.com/,,0,Fujairah,AE,,HVAC contractor
Tech Guru Technical Services Co,+971 58 931 5357,https://techguruuae.com/,techgurutechnicalservicesco@gmail.com,1,Dubai,AE,4.6,Appliance repair service
Al Ozone A/C Contracting Company,+971 6 539 6647,http://alozone.ae/,,0,Sharjah,AE,4.4,Corporate office
Tamara Trading International llc,+971 4 328 5988,http://www.ttiuae.com/,tti_dubai@yahoo.com,1,Dubai,AE,2.8,HVAC contractor
BAB AL SAAD AC UNITS FIX & CONT.,+971 56 502 5301,http://saadflex.ae/,bilal@saadflex.ae | sales@saadflex.ae | careers@saadflex.ae | admin@saadflex.ae | accounts@saadflex.ae,5,Sharjah,AE,4.8,HVAC contractor
Glorious Air Condition Spare Parts Trading LLC,+971 52 696 6647,,,0,Dubai,AE,3,Air conditioning store
MLGMC TECHNICAL SERVICES LLC.,+971 50 184 1601,,,0,Dubai,AE,3.1,HVAC contractor
Hitches & Glitches,+971 800 42634,https://www.hitchesglitches.com/,hg@farnek.com,1,Dubai,AE,3.9,Property management company
TRANE B V B A ( DUBAI BRANCH ),+971 4 428 5200,,,0,Dubai,AE,4.5,Air conditioning store
Climate Care Engineering LLC,+971 4 295 6106,http://www.climate.ae/,,0,Dubai,AE,5,HVAC contractor
Btu Electromechanical Works LLC,+971 50 849 1725,https://www.btullc.com/,projects@btullc.com,1,Dubai,AE,5,HVAC contractor
Seltrade - Refrigerant Gas Suppliers in UAE,+971 55 165 7871,https://www.seltrade.com/,info@seltrade.com,1,Dubai,AE,3.7,HVAC contractor
The Healthy Home UAE,+971 800 72648493,https://thehealthyhome.me/en/ae?utm_source=google+&utm_medium=organic&utm_campaign=gmb,info@thehealthyhome.me,1,Dubai,AE,4.9,Air conditioning repair service
Samsung Service Center (SAMTech),+971 6 731 5730,http://samtechme.com/,service@samtechme.com | info@samtechme.com,2,Sharjah,AE,4.4,HVAC contractor
GTEC TECHNICAL SERVICES LLC,+971 52 132 9990,http://www.gtec-me.com/,,0,Dubai,AE,5,HVAC contractor
LINK LIGHT ELECTRICAL WORKS (L.L.C.),+971 4 267 5071,http://www.linklightuae.com/,info@linklightuae.com | lledubai@emirates.net.ae,2,Dubai,AE,4.3,HVAC contractor
AL WASIL HVAC SOLUTIONS,+971 58 125 5370,https://alwasil.ae/,info@alwasil.ae | %20info@alwasil.ae,2,Dubai,AE,5,HVAC contractor
Auracool Air Condition Trading LLC,+971 4 282 3466,https://www.auracoolac.com/,%20info@auracoolac.com | info@auracoolac.com,2,Dubai,AE,5,Air conditioning system supplier
Hafiz AC Repairing,+971 55 932 6828,https://hafizac.com/,info@hafizac.com,1,Dubai,AE,4,Air conditioning repair service
HVAC CONTROLS LLC,+971 50 230 2024,http://www.hvaccontrolsllc.com/,,0,Sharjah,AE,5,Automation company
Al Shaer Technical Works L.L.C,+971 4 380 8250,http://alshaertechnicalworks.com/,,0,Dubai,AE,4,HVAC contractor
AIFA Services,+971 50 725 2860,https://www.aifaservices.ae/,info@aifaservices.ae,1,Dubai,AE,4.3,HVAC contractor
PPTS Electrical & Mechanical Engineering LLC,+971 54 313 2087,https://popularpowertech.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@popularpowertech.com | popularpowertechnicalservice@gmail.com,2,Dubai,AE,5,HVAC contractor
Cool Ways HVAC Supplier,+971 6 530 0735,https://www.coolways-trading.com/,support@coolways-trading.com,1,Sharjah,AE,5,HVAC contractor
Annex Star Technical Services LLC,+971 56 380 5964,http://www.annexstars.com/,info.annexstar@gmail.com,1,Dubai,AE,4.8,HVAC contractor
"Aries Marine and Engineering Services LLC, Naval Architects",+971 6 550 3300,https://www.ariesmar.com/ae/en,ariessaudi@ariesksa.com | arieshamburg@ariesgroupglobal.com | arieskuwait@ariesgroup.ae | mecommercial@arteqworld.com | aus@ariesgroupglobal.com,5,Sharjah,AE,4.6,HVAC contractor
The Best Auto Repair Workshop,+971 50 943 8030,,,0,Abu Dhabi,AE,4.1,Car repair and maintenance service
Best Fast Technical Services,+971 56 769 6731,https://bestfasttechnicalservices.com/,ghummanazhar98@gmail.com,1,,,5,Repair service
Bab Al Nojoum Al Mugheirah,+971 2 895 3777,https://babalnojoum.com/al-mugheirah-resort/,,0,Abu Dhabi,AE,4.7,Resort hotel
Houd Al Kawther Electromechinical Company,+971 55 585 4101,https://houdalkawther.com/hak-profile/,,0,,,,Home builder
