"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","url","categoryName"
"Shahid pervaiz technical services llc","4.9",,"105 Khalid Bin Al Waleed Rd",,"Dubai","AE","http://www.actechniciandubai.ae/","+971 55 874 9086","Air conditioning repair service","Air compressor repair service","Air conditioning contractor","Air conditioning system supplier","HVAC contractor","Machine maintenance service","Washer & dryer repair service",,,,,"https://www.google.com/maps/search/?api=1&query=Shahid%20pervaiz%20technical%20services%20llc&query_place_id=ChIJCYdpBCVDXz4RA5GKtPDVXUg","Air conditioning repair service"
"Ac maintenance dubai sharjah ajman","3",,,,"Dubai","AE",,"+971 56 468 7919","Repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ac%20maintenance%20dubai%20sharjah%20ajman&query_place_id=ChIJ5elU9qddXz4Rd0kaAZSQ1Wg","Repair service"
"Muhammad Sajid Ali Air Conditioning Service Installation LLC","5",,"Bindaaher Building - Shop No. 1 - 59 18B St",,"Dubai","AE","https://sajidacservice.com/","+971 58 100 9017","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Muhammad%20Sajid%20Ali%20Air%20Conditioning%20Service%20Installation%20LLC&query_place_id=ChIJlUk9rkldXz4Rc5aV-LRYtC8","Air conditioning repair service"
"United Electronics Co. LLC (Mitsubishi Electric Air Conditioners)","3.9",,"MUSAFFAH PORT WAREHOUSE NO. 1, AL JABER AREA LAST ROUND ABOUT",,"Abu Dhabi","AE","http://www.unitco.ae/","+971 2 673 1101","Air conditioning system supplier",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=United%20Electronics%20Co.%20LLC%20(Mitsubishi%20Electric%20Air%20Conditioners)&query_place_id=ChIJgw6GKUNBXj4Rht_iCkN2SB4","Air conditioning system supplier"
"Nice Power UAE","1",,"Al Masayid St",,"Abu Dhabi","AE","https://nicepoweruae.com/","+971 50 808 0857","Handyman/Handywoman/Handyperson",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nice%20Power%20UAE&query_place_id=ChIJFa1JhXODFqwRzK4immcfxJw","Handyman/Handywoman/Handyperson"
"Air Curtain Suplier In UAE","5",,"Al Reem St",,"Abu Dhabi","AE",,"+971 50 176 2005","Window treatment store","Air compressor repair service","Air conditioning store","Air conditioning system supplier",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Air%20Curtain%20Suplier%20In%20UAE&query_place_id=ChIJV0OOtRFnXj4RIBwRrU-5uAk","Window treatment store"
"York International Air Conditioning","2.4",,"F9HJ+C46 - Baniyas Najda Street",,"Abu Dhabi","AE",,"+971 2 641 3001","Electronics store",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=York%20International%20Air%20Conditioning&query_place_id=ChIJMSR3bzdmXj4RftGiYYM_PF4","Electronics store"
"Intercool Office","4.4",,"F9Q4+G2Q - Corniche Rd",,"Abu Dhabi","AE","http://www.inter-cool.com/","+971 2 641 9778","Business center",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Intercool%20Office&query_place_id=ChIJt3IcHehlXj4RaB2KaeudspM","Business center"
"Crystalline Cleaning & Environmental Services","4.7",,"24°21'02. 54°28 - 26 8th St",,"Abu Dhabi","AE","http://crystalline-uae.com/","+971 55 716 7017","Air duct cleaning service","Drainage service","Sewage disposal service","Water tank cleaning service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Crystalline%20Cleaning%20%26%20Environmental%20Services&query_place_id=ChIJ1TZiollAXj4RXWaeQc51qk8","Air duct cleaning service"
"EIG Solar | Eco Impact Grid","5",,,,"Abu Dhabi","AE","https://eigsolar.com/","+971 50 681 2372","Solar energy company","Electrician","HVAC contractor","Solar energy equipment supplier","Solar panel maintenance service","Wind turbine builder",,,,,,"https://www.google.com/maps/search/?api=1&query=EIG%20Solar%20%7C%20Eco%20Impact%20Grid&query_place_id=ChIJ-5oF5RNpXj4RvWMnEZ6dQZA","Solar energy company"
"Al Aiman","4.7","345","Sunrise Supermarket - Damascus Street",,"Dubai","AE","https://alaiman.ae/","+971 55 938 4043","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Aiman&query_place_id=ChIJdSGfC45dXz4ROQVkkO1SdH0","Air conditioning repair service"
"Plumbing Dubai UAE","4.7",,,,,,,"052 841 7570","Plumber",,,,,,,,,,,"https://www.google.com/maps/place/Plumbing Dubai UAE/@25.09529,55.172856,14z/data=!3m1!4b1!4m9!3m8!5m2!4m1!1i2!8m2!3d25.09529!4d55.172856!16snull!17Bnull","Plumber"
"Al Manzil Technical Services | Plumbing | AC Repair in Dubai","5",,,,,,"https://daralmanzil.com/","+971 50 534 6187","Plumber","Air conditioning contractor","Boiler supplier","Electrician","Service establishment","Property maintenance","Solar hot water system supplier","Water pump supplier",,,,"https://www.google.com/maps/search/?api=1&query=Al%20Manzil%20Technical%20Services%20%7C%20Plumbing%20%7C%20AC%20Repair%20in%20Dubai&query_place_id=ChIJl8KAWLe2r6ARI7njol7saKo","Plumber"
"Maintenance All services","4.8",,,,"Dubai","AE","https://almaidanae.com/","+971 55 697 7332","Painter",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maintenance%20All%20services&query_place_id=ChIJxTIw_K1fXz4RlH80moGlTv4","Painter"
"Car Focus","4.5",,"Behind President Hotel - 7 2B St",,"Dubai","AE","https://www.fixmycarac.com/","+971 52 212 0038","Car repair and maintenance service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Car%20Focus&query_place_id=ChIJPzX-d9RDXz4RHV2cogFLTqk","Car repair and maintenance service"
"AMJAD AND FAROOQ Auto Electrical and AC Repair","4.8",,"10 - 14 34A St",,"Dubai","AE",,"+971 50 677 1756","Auto repair shop","Auto electrical service",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AMJAD%20AND%20FAROOQ%20Auto%20Electrical%20and%20AC%20Repair&query_place_id=ChIJ71mg-dZdXz4R-1qXuQZgZ1o","Auto repair shop"
"Grand to Grand technical services co / Ac Refrigerator Washing machine repair service","5",,"Building.plot 128-246 office G-01-537 - 204salah al din st",,"Dubai","AE","https://grandfastallfixrepairservice.com/","+971 54 781 2700","Air conditioning repair service","Repair service","Appliance repair service","Refrigerator repair service","Washer & dryer repair service",,,,,,,"https://www.google.com/maps/search/?api=1&query=Grand%20to%20Grand%20technical%20services%20co%20%2F%20Ac%20Refrigerator%20Washing%20machine%20repair%20service&query_place_id=ChIJ5xX1Ou9dXz4R4d4oBcwZ1FM","Air conditioning repair service"
"Aero Fresh | Ac Maintenance | Ac Servicing | Ac Duct Cleaning | AC Coil Servicing","5",,"24 Al Wuheida St",,"Dubai","AE","https://aerofresh.ae/","+971 58 554 1496","Air duct cleaning service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aero%20Fresh%20%7C%20Ac%20Maintenance%20%7C%20Ac%20Servicing%20%7C%20Ac%20Duct%20Cleaning%20%7C%20AC%20Coil%20Servicing&query_place_id=ChIJXWJV5W1dXz4RiiwmHx3OOyk","Air duct cleaning service"
"Sayed Mohammad Al Hashmi","4.9",,"36A St",,"Dubai","AE","https://syedmohammadalhashmiappliances.com/","+971 50 215 6422","Air conditioning repair service","Appliance repair service","Refrigerator repair service","Washer & dryer repair service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sayed%20Mohammad%20Al%20Hashmi&query_place_id=ChIJF90JgihnXz4RFbQzuBtMib4","Air conditioning repair service"
"AC Repair & Maintenance Services DUBAI ( Building Maintenance Dubai )","4.9","15",,,,,"https://www.greenheavens.ae/","+971 58 598 6156","Air compressor repair service","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AC%20Repair%20%26%20Maintenance%20Services%20DUBAI%20(%20Building%20Maintenance%20Dubai%20)&query_place_id=ChIJbzpDPHh2WQYRS8V5jVXvGh4","Air compressor repair service"
"Naseem baig technical services","5","20","abbas Ibrahim building - shop no 2 10D St",,"Dubai","AE","https://www.nbtech.ae/","+971 52 590 9130","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Naseem%20baig%20technical%20services&query_place_id=ChIJt6ifvupDXz4R_ovktUgvbZc","Air conditioning repair service"
"Mohammed Ziyad AC System Cont L.L.C","3.3",,"9FRX+Q72",,"Ajman","AE",,"+971 58 887 0035","Air conditioning repair service","Appliance repair service","Refrigerator repair service","Washer & dryer repair service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mohammed%20Ziyad%20AC%20System%20Cont%20L.L.C&query_place_id=ChIJX-8G7MP39T4Rpn9FnQMJb68","Air conditioning repair service"
"Quick AC Seller & Buyer","4.8",,"Emirates Refinery - Shop no 2 near",,"Ajman","AE","http://quickacsellerbuyer.com/","+971 55 812 6876","Used appliance store",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Quick%20AC%20Seller%20%26%20Buyer&query_place_id=ChIJU2MC0mxZXz4R8MMjIflgBnA","Used appliance store"
"Al Ajwa Al Hadiya","4.4",,"MF 27, Building - Mohamed Ubaid Mohamed Al badoor",,"Dubai","AE","http://www.alajwaalhadiya.com/","+971 56 691 4877","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Ajwa%20Al%20Hadiya&query_place_id=ChIJvWoiBoK-UaMRjBvjTAqOK2Q","Air conditioning repair service"
"خدمات آسطا | Osta Services – AC Repair & Maintenance","5",,"Zabeel Business Centre",,"Dubai","AE","https://www.ostaservices.com/ac-services-dubai","+971 56 867 6036","Air conditioning repair service","Air duct cleaning service","Interior designer","Painter","Property maintenance",,,,,,,"https://www.google.com/maps/search/?api=1&query=%D8%AE%D8%AF%D9%85%D8%A7%D8%AA%20%D8%A2%D8%B3%D8%B7%D8%A7%20%7C%20Osta%20Services%20%E2%80%93%20AC%20Repair%20%26%20Maintenance&query_place_id=ChIJN4gGT5tDXz4R8Xevn-rUzyk","Air conditioning repair service"
"Amir Home Appliances Washing machine refrigerator AC Repair service","4.9",,"139-B warehouse",,"Dubai","AE","https://amirhomeappliancesrepairdubai.xyz/","+971 56 665 2004","Air conditioning repair service","Repair service","Air duct cleaning service","Appliance repair service","Refrigerator repair service","Washer & dryer repair service",,,,,,"https://www.google.com/maps/search/?api=1&query=Amir%20Home%20Appliances%20Washing%20machine%20refrigerator%20AC%20Repair%20service&query_place_id=ChIJ12xOBytdXz4ROZ_7V7JBu5U","Air conditioning repair service"
"Ijaz Technical Fridge Repair Dubai Refrigerator Maintenance Services","4.4",,"20th St",,"Dubai","AE","https://ijazappliancerepair.com/","+971 50 162 6276","Refrigerator repair service","Repair service",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ijaz%20Technical%20Fridge%20Repair%20Dubai%20Refrigerator%20Maintenance%20Services&query_place_id=ChIJGxoIb4tDXz4Rwqx9YQ1z0UM","Refrigerator repair service"
"Superfast Technical Services","4.5",,"10A St",,"Dubai","AE",,"+971 52 105 2293","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Superfast%20Technical%20Services&query_place_id=ChIJg-yh8ChDXz4RLfr1mjEKTUU","Air conditioning repair service"
"Creative sky technical services LLC","3.4",,"13 34A St",,"Dubai","AE","http://maintenancedubai.ae/","+971 55 985 2007","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Creative%20sky%20technical%20services%20LLC&query_place_id=ChIJz7dTRMRdXz4RKZdZfnRyYU8","Air conditioning repair service"
"Vfix AC Maintenance Company Dubai","4.1",,"Flower of Garhoud Building - Office# 101",,"Dubai","AE","https://vfixmaintenance.com/","+971 600 587007","Air conditioning repair service","Air conditioning contractor","Air duct cleaning service","Auto air conditioning service","Carpet cleaning service","Construction company","House cleaning service",,,,,"https://www.google.com/maps/search/?api=1&query=Vfix%20AC%20Maintenance%20Company%20Dubai&query_place_id=ChIJZViu019dXz4RfkwvjfQ8okI","Air conditioning repair service"
"Ibn Majid | AC Service in Dubai","3.7",,"31 26th St",,"Dubai","AE","http://www.ibnmac.com/","+971 50 345 2431","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ibn%20Majid%20%7C%20AC%20Service%20in%20Dubai&query_place_id=ChIJRcbZaklDXz4RhxyloiRn2DQ","Air conditioning repair service"
"AC Cleaning Services LLC","5",,"Al Fattan Plaza - Office 709 Airport Rd",,"Dubai","AE","https://www.ac-cleaning.ae/","+971 58 875 4060","HVAC contractor","Air compressor repair service","Air conditioning contractor","Cleaning service","Dryer vent cleaning service","Air duct cleaning service",,,,,,"https://www.google.com/maps/search/?api=1&query=AC%20Cleaning%20Services%20LLC&query_place_id=ChIJ6SAt9Saylg4RNCxBmB3_bAo","HVAC contractor"
"Green Wise Technical Services Dubai","5",,"Al Mamzar Building - 20th St",,"Dubai","AE","https://greenwisetechnicalandacmaintenanceservices.com/","+971 52 996 1727","Air duct cleaning service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Green%20Wise%20Technical%20Services%20Dubai&query_place_id=ChIJb6MpogtdXz4RaT9ozlyuRdY","Air duct cleaning service"
"Sam Brothers Technical Services LLC","4.8",,"Mai Tower 1108",,"Dubai","AE","http://www.sambrothersdubai.com/","+971 55 468 8588","Construction company",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sam%20Brothers%20Technical%20Services%20LLC&query_place_id=ChIJqche52BdXz4RYnVnlHLP1Hc","Construction company"
"ROYAL FLOWER A/C REPAIRING","5",,,,"Dubai","AE","https://wa.me/+971555854405","+971 55 585 4405","Air conditioning repair service","Air conditioning contractor","Air conditioning store","Air conditioning system supplier","Air duct cleaning service","Refrigerator repair service",,,,,,"https://www.google.com/maps/search/?api=1&query=ROYAL%20FLOWER%20A%2FC%20REPAIRING&query_place_id=ChIJzSfgcUddXz4RYjsxmuuCFvE","Air conditioning repair service"
"We Fix It Dubai","5",,"Al Naboodah Compound Al Shola building block 3",,"Dubai","AE","https://wefixitdubai.ae/","+971 50 510 9341","Property maintenance","Air conditioning repair service","HVAC contractor","Plumber",,,,,,,,"https://www.google.com/maps/search/?api=1&query=We%20Fix%20It%20Dubai&query_place_id=ChIJPYi6a2ldXz4REWEWQXbutZE","Property maintenance"
"Muhammad Tanveer Electrical Equipment repairing","4.9",,"Al - B', Shop - 7 45A St",,"Dubai","AE","http://wa.me/971525469708","+971 52 546 9708","Air conditioning repair service","Air compressor repair service","Air conditioning store","Electrical repair shop","Plumber","Refrigerator repair service","Washer & dryer repair service",,,,,"https://www.google.com/maps/search/?api=1&query=Muhammad%20Tanveer%20Electrical%20Equipment%20repairing&query_place_id=ChIJR1S4flxDXz4REE-_dRH9Yc0","Air conditioning repair service"
"Tariq Panasonic Service Center Dubai Washing Machine Tumble Dryer Washer Dishwasher Fridge Freezer Oven AC TV Repair Centre","4",,"45A St",,"Dubai","AE","http://panasonicrepairtechnician.com/","+971 55 657 6371","Repair service","Refrigerator repair service","Washer & dryer repair service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tariq%20Panasonic%20Service%20Center%20Dubai%20Washing%20Machine%20Tumble%20Dryer%20Washer%20Dishwasher%20Fridge%20Freezer%20Oven%20AC%20TV%20Repair%20Centre&query_place_id=ChIJLyqoQg5rXz4RGcDIOpSSHb4","Repair service"
"Al Murabaa Al Thahabi Auto Maint Workshop","4","19","8CCQ+X5M",,"Sharjah","AE",,"+971 50 889 2333","Auto repair shop",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Murabaa%20Al%20Thahabi%20Auto%20Maint%20Workshop&query_place_id=ChIJRxhKB1BfXz4R7ukgf3whzks","Auto repair shop"
"Khalifa Al Shaer Home Appliance Repairs & Services Dubai UAE","4.9","31","Khalifa Al Shaer, Mubarak Al Jafiah - Building - B Block , Office No2 - 45A St",,"Dubai","AE","https://www.khalifashaer.ae/","+971 56 564 4183","Air conditioning repair service","Repair service","Electrical repair shop","Refrigerator repair service","Washer & dryer repair service",,,,,,,"https://www.google.com/maps/search/?api=1&query=Khalifa%20Al%20Shaer%20Home%20Appliance%20Repairs%20%26%20Services%20Dubai%20UAE&query_place_id=ChIJEc5AqKFDXz4RbbMT-J0k1rQ","Air conditioning repair service"
"Fix Tech Appliances","4.8","120","Zabeel park Gate - 16th St - across from",,"Dubai","AE","https://fixtechappliances.store/","+971 52 426 0743","Appliance repair service","Television repair service","Washer & dryer repair service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fix%20Tech%20Appliances&query_place_id=ChIJe_iBrlpDXz4R5Y1qlIiRwTU","Appliance repair service"
"Al Fakhr Auto Elect & A/c Repair Workshop","4.6","87","898X+8MG",,"Sharjah","AE",,"+971 50 737 3910","Auto air conditioning service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Fakhr%20Auto%20Elect%20%26%20A%2Fc%20Repair%20Workshop&query_place_id=ChIJkaWG5f5bXz4RIgKnSW0Rh7w","Auto air conditioning service"
"Palas Justin AC Repairing & Maintenence Service Company","4.3","29","Al Dagahya, Ayal Naser Street, Opposite Palm",,"Dubai","AE",,"+971 50 654 1763","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Palas%20Justin%20AC%20Repairing%20%26%20Maintenence%20Service%20Company&query_place_id=ChIJu2Sg8DRDXz4RB8la0F54TLA","Air conditioning repair service"
"Manzil Slam Home Appliances Repairing Center Dubai","4.7","285","Sajaya 1 - Shop 8 Damascus Street",,"Dubai","AE","https://manzilslam.ae/","+971 52 649 5385","Appliance repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Manzil%20Slam%20Home%20Appliances%20Repairing%20Center%20Dubai&query_place_id=ChIJo_ZZtiRdXz4R-5qhnjMTq5Y","Appliance repair service"
"mplus","4.4",,,,,,"http://www.mplus.ae/","+971 800 67568","Property maintenance","Air conditioning repair service","Air duct cleaning service","Electrician","Service establishment","Handyman/Handywoman/Handyperson","Janitorial service","Painting","Plumber",,,"https://www.google.com/maps/search/?api=1&query=mplus&query_place_id=ChIJAb3SNv1mXz4REBPAt0BoG9E","Property maintenance"
"Pro MaxCare Services","4.8",,"Garhoud Center Building - Office 07 1st Floor - 68 Sheikh Rashid Rd",,"Dubai","AE","https://www.pro-maxcare.com/","+971 50 422 7599","Air duct cleaning service","House cleaning service","Property maintenance","Sanitation service","Upholstery cleaning service",,,,,,,"https://www.google.com/maps/search/?api=1&query=Pro%20MaxCare%20Services&query_place_id=ChIJ8VGM55JcXz4RwrX0Nm9aH0Y","Air duct cleaning service"
"Sithara Home Maintenance","4.9",,"AG House - Office 80, M Floor - Salah Al Din St",,"Dubai","AE","https://sitharahomemaintenance.com/","+971 54 739 8818","Air duct cleaning service","Electrical installation service","Handyman/Handywoman/Handyperson","Painting","Plumber",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sithara%20Home%20Maintenance&query_place_id=ChIJr1Sa6mK-aE8R5O31I29wb0o","Air duct cleaning service"
"Superior Design Technical Services | Handyman Dubai","5",,"Office No. 702",,"Dubai","AE","https://superiordesigntechnicalservices.com/","+971 54 301 8183","Air conditioning repair service","Handyman/Handywoman/Handyperson","Carpenter","Electrician","Glass repair service","Interior designer","Painting",,,,,"https://www.google.com/maps/search/?api=1&query=Superior%20Design%20Technical%20Services%20%7C%20Handyman%20Dubai&query_place_id=ChIJufYLdoddXz4RwzGjURRzaXU","Air conditioning repair service"
"AC Repair Service Installation Maintenance",,,,,"Dubai","AE",,"+971 52 109 3761","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AC%20Repair%20Service%20Installation%20Maintenance&query_place_id=ChIJd_sC6R1DXz4RRRbimMR8HaY","Air conditioning repair service"
"Farosh ac rapiaring Dubai","5",,"17",,"Dubai","AE",,"+971 50 116 7769","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Farosh%20ac%20rapiaring%20Dubai&query_place_id=ChIJW3edO7ddXz4RgJZklckvAn4","Air conditioning repair service"
"Desert Cooling Air Condition Repairing And Maintenance L.L.C.","3.3",,,,"Dubai","AE",,"+971 4 397 1889","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Desert%20Cooling%20Air%20Condition%20Repairing%20And%20Maintenance%20L.L.C.&query_place_id=ChIJ0QWyTCJDXz4R_h0DNAus84E","Air conditioning repair service"
"SMK Technical Services LLC","4.1",,"al karama - shop 3",,"Dubai","AE",,"+971 56 158 0247","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SMK%20Technical%20Services%20LLC&query_place_id=ChIJL90fuV7df40Rs55QD-_2OqA","Air conditioning repair service"
"Muhammad Ijaz Technical Works L.L.C Dubai","3.8",,"25C St",,"Dubai","AE","http://www.mitechdubai.com/","+971 50 341 3344","Home help",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Muhammad%20Ijaz%20Technical%20Works%20L.L.C%20Dubai&query_place_id=ChIJ0bd_Mz5DXz4ROcNUjWqpx7c","Home help"
"Fixation Hub | Maintenance Company in Dubai","4.6",,"AL SOUQ AL KABEER - 312, DUBAI AL SOUQ AL KABEER - 312",,"Dubai","AE","https://fixationhub.ae/","+971 52 796 9030","Property maintenance","Air conditioning contractor","Bathroom remodeler","Electrical installation service","General contractor","Glass repair service","Interior fitting contractor","Kitchen remodeler","Painter","Plumber",,"https://www.google.com/maps/search/?api=1&query=Fixation%20Hub%20%7C%20Maintenance%20Company%20in%20Dubai&query_place_id=ChIJM6fW6d5DXz4RtyDI9ZCPSX4","Property maintenance"
"Al Karama Technical Services","4.9",,"68X4+43W",,"Dubai","AE","https://alkaramatechnical.com/","+971 56 406 2749","Air conditioning repair service","Appliance repair service","Refrigerator repair service","Repair service","Washer & dryer repair service",,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Karama%20Technical%20Services&query_place_id=ChIJeytPU2RDXz4RlaO-F7RvE3k","Air conditioning repair service"
"QUEENS PALACE A/C SPARE PARTS","3.7","9",,,"Dubai","AE","http://www.queenspalaceac.com/","+971 4 262 4940","Air conditioning repair service","Air conditioning contractor","HVAC contractor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=QUEENS%20PALACE%20A%2FC%20SPARE%20PARTS&query_place_id=ChIJabXqE7ldXz4RmF6YGtr1Gk0","Air conditioning repair service"
"Ghulam Dastageer Technical Works LLC","4.9","39","29 10C St",,"Dubai","AE","https://washingmachinerepairingcenter.com/","+971 55 717 5644","Appliance repair service","Repair service","Washer & dryer repair service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ghulam%20Dastageer%20Technical%20Works%20LLC&query_place_id=ChIJ4Uu5eAJDXz4RXZs22FEg_HE","Appliance repair service"
"Al Rayan AC & Household Electronics","2.9","34","metro station",,"Dubai","AE",,"+971 55 671 2472","Electronics store",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Rayan%20AC%20%26%20Household%20Electronics&query_place_id=ChIJMU3p-XxdXz4RnTWVugbTX8E","Electronics store"
"Yalla Fix Auto Repair","4.7","142","Garage number. 17 - 5th St",,"Dubai","AE","https://yallafixauto.com/","+971 58 519 3991","Auto repair shop","Auto air conditioning service","Auto dent removal service","Auto electrical service","Auto painting","Car repair and maintenance service","Mechanic",,,,,"https://www.google.com/maps/search/?api=1&query=Yalla%20Fix%20Auto%20Repair&query_place_id=ChIJW8SHEoldXz4RNzp-7YjlwgQ","Auto repair shop"
"ALASDIQAA TECHNICAL WORKS L.L.C","5","3","50 34A St",,"Dubai","AE",,"+971 52 695 0747","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ALASDIQAA%20TECHNICAL%20WORKS%20L.L.C&query_place_id=ChIJccw1hb9cXz4REA2O3D8HSXU","Air conditioning repair service"
"ProStar Electrical Appliance Repairing","4.9","62","Azurite Tower Floor - 408 Ibn Al Zahrawi St",,"Dubai","AE","https://prostarapplianerepair.com/","+971 52 435 1482","Appliance repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ProStar%20Electrical%20Appliance%20Repairing&query_place_id=ChIJk55xQihdXz4RDpQ8W7HatfQ","Appliance repair service"
"Vessel Tech Chillers & Automation | Dubai","4.7","6","Nokhitha Building - Office 314 - Al Hamriya St",,"Dubai","AE","https://vesseltechchillers.com/","+971 54 706 7937","Air conditioning repair service","Refrigerator repair service",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Vessel%20Tech%20Chillers%20%26%20Automation%20%7C%20Dubai&query_place_id=ChIJTd7dDGRDXz4RCtpzqIIYyq8","Air conditioning repair service"
"Irfan Akram Technical Services LLC","4","7","23 4c St",,"Dubai","AE","https://akmaintenance.ae/","+971 55 411 9904","Air conditioning repair service","Appliance repair service","Bathroom remodeler","Electrical installation service","Electrician","Handyman/Handywoman/Handyperson","Home improvement store","Kitchen remodeler","Plumber","Washer & dryer repair service",,"https://www.google.com/maps/search/?api=1&query=Irfan%20Akram%20Technical%20Services%20LLC&query_place_id=ChIJOxSvB5RDXz4RYuB5dhFlxTc","Air conditioning repair service"
"Ashrafi AC Repairing","5","1","7898+H63 - 2B St",,"Dubai","AE",,"+971 50 777 5357","Electronics store",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ashrafi%20AC%20Repairing&query_place_id=ChIJe4dXoexdXz4RzTga4-sGyoo","Electronics store"
"Nest climate","4.9","11",,,"Dubai","AE","https://www.nestclimate.ae/","+971 50 438 3786","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nest%20climate&query_place_id=ChIJKy6vHPxDXz4R5knJ0HHPna8","Air conditioning repair service"
"Turbofix","5","5",,,,,"https://www.turbofix.ae/","+971 56 548 0026","Air conditioning repair service","Electrician","Service establishment","Painting","Plumber",,,,,,,"https://www.google.com/maps/search/?api=1&query=Turbofix&query_place_id=ChIJV38dkra48UwR16YACv50pjg","Air conditioning repair service"
"Royal International Construction","4","128","Mussafah, Abu Dhabi",,"Abu Dhabi","AE","https://www.ric-uae.com/","+971 2 551 4999","Construction company",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Royal%20International%20Construction&query_place_id=ChIJT_8bioo_Xj4RAY0AkL9cEj4","Construction company"
"ARM AC Repair","3.3","4","519 - opp. wall street Exchange",,"Dubai","AE",,"+971 4 396 3318","Air conditioning repair service","Air duct cleaning service","Car repair and maintenance service","Electrical repair shop","Handyman/Handywoman/Handyperson","Plumber","Water tank cleaning service","Window cleaning service",,,,"https://www.google.com/maps/search/?api=1&query=ARM%20AC%20Repair&query_place_id=ChIJq--fHsFDXz4RHIILBn8k49M","Air conditioning repair service"
"Wadi Al Oud Technical Services Refrigerator Washing machine Ac Repair Near me","5","25","Al karama sheikh Hamdan colony G7shop9 318/10BAl karama street DM .NO .17",,"Dubai","AE",,"+971 54 273 0904","Air conditioning repair service","Washer & dryer repair service","Appliance repair service","Refrigerator repair service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wadi%20Al%20Oud%20Technical%20Services%20Refrigerator%20Washing%20machine%20Ac%20Repair%20Near%20me&query_place_id=ChIJ43C9n3lDXz4Rh8C6vZYri3o","Air conditioning repair service"
"Mahra Shahzad Technical Services Dubai","4.8","45","Shop G6 - Building G8 12B St",,"Dubai","AE","https://mahrashahzdtechnicalservicesllc.ae/","+971 52 139 6380","Appliance repair service","Electronics store","Plumber",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mahra%20Shahzad%20Technical%20Services%20Dubai&query_place_id=ChIJHcGN1AtDXz4R-ZWgI4isHGc","Appliance repair service"
